body,published_on,source,tags,title
"Fundamentally, Cardano (ADA) is solid and from the charts, it looks like odds of further upsides are high. In that regard therefore, we shall hold a positive picture and aim for first targets at 40 cents. From the News In a matter of days, we have seen this exponential growth in Cardano’s value. Currently- on...The post Cardano (ADA) Technical Analysis: ADA Immune To Sellers, Bulls Edging Closer To $0.50 appeared first on NewsBTC.",2018-07-20 00:02:49,newsbtc,Technical|Cardano (ADA) Price Forecast|Cardano (ADA) Technical Analysis|Cardano eToro|Cardano Technical Charts,"Cardano (ADA) Technical Analysis: ADA Immune To Sellers, Bulls Edging Closer To $0.50"
Crypto markets are slighting bouncing around today but still holding relatively stable weekly gains,2018-07-19 16:43:00,cointelegraph,Bitcoin|Bitcoin Price|Ethereum News|Markets|Cryptocurrencies|Dash|Stellar|Cardano|Investments,Crypto Markets Experience Slight Dip But Still Hold Weekly Gains
"A genuine tug-of-war is going on between cryptocurrency market bulls and bears. The Bitcoin price has almost successfully negated the drop in value over the past 24 hours. As such, all alternative coins will reap the benefits accordingly. The Cardano price has already gone in the green, and others are very likely to follow soon. [&#8230;]",2018-07-19 12:44:17,themerkle,Crypto|News|ADA|altcoin|Cardano Price,Cardano Price: Upward Momentum can Push Value to $0.2 Later Today
"FOMO Moments Crypto land is correcting this morning; top altcoins are Stellar, Cardano, Dogecoin, Bytom and Kin. The bull run has slowed down and a pullback has occurred in crypto land. Markets hit a six week high of a shade below $300 billion before retreating back to around $290 billion as short term traders took...The post Cryptocurrency Trading Update: Stellar (XLM) Defies Market Pullback appeared first on NewsBTC.",2018-07-19 10:35:33,newsbtc,Altcoins|FOMO|coinbase|Cross-border|IBM|Stellar Lumens|XLM,Cryptocurrency Trading Update: Stellar (XLM) Defies Market Pullback
"Two days ago, cryptocurrency bulls were attempting to break strong resistance and managed to push digital asset values to much higher price regions. The price of bitcoin core (BTC) was averaging $6,740 per BTC during the early morning trading sessions on July 17, then the digital currency spiked to $7,300 a few hours later. Then [&#8230;]The post Markets Update: Cryptocurrency Valuations Gain Billions in One Day appeared first on Bitcoin News.",2018-07-18 16:40:34,bitcoin.com,Market Updates|ada|BCH|Bears|bitcoin cash|Bitcoin Core|BTC|Bulls|Doge|EOS|indicators|MacD|N-Markets and Prices|Overbought|Prices|Pull back|resistance|RSI|SMA|Stellar|Technical Analysis|values,Markets Update: Cryptocurrency Valuations Gain Billions in One Day
"Crypto markets keep climbing today, with 98 out of 100 top altcoins by market cap in the green",2018-07-18 15:55:00,cointelegraph,Bitcoin|Bitcoin Price|Ethereum Price|Markets|Cryptocurrencies|Stellar|Cardano|Coinbase,"Bitcoin Up $1,000 in Just Two Days, Almost All Top 100 Coins See Green"
"After a prolonged crypto winter, the dog days of the altcoin summer are finally here — which means you might want to watch these five cryptocurrencies carefully. NAGA COIN (NGC) First on the list of cryptos to look out for this summer is NAGA COIN (NGC). NAGA COIN is the token which powers the expansive...The post 5 Altcoins to Look Out For this Summer: NAGA, LTC, EOS, NEO and ADA appeared first on NewsBTC.",2018-07-18 11:48:09,newsbtc,Industry,"5 Altcoins to Look Out For this Summer: NAGA, LTC, EOS, NEO and ADA"
"FOMO Moments Crypto land is cooking this morning; top altcoins are Stellar, Cardano, EOS, Zcash, 0x, Icon and Ardor. Finally it is party time in crypto land, a big bull run has starting and markets are awash with green this morning. Over $20 billion has entered the markets in the past 24 hours pushing total...The post Which Altcoins Are Winning in the $20 Billion Crypto Bull Run appeared first on NewsBTC.",2018-07-18 10:15:15,newsbtc,Altcoins|FOMO|altcoins|Ardor|Binance|Cardano ADA|Stellar Lumens XLM|trade volume,Which Altcoins Are Winning in the $20 Billion Crypto Bull Run
Key Highlights ADA price climbed higher and broke the $0.1500 and $0.1700 resistance levels against the US Dollar (tethered). There is a crucial bullish trend line in place with support at $0.1600 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair may perhaps continue to move higher and it could...The post Cardano Price Analysis: ADA/USD Surging Towards $0.20 appeared first on NewsBTC.,2018-07-18 07:45:32,newsbtc,Analysis|Technical|ADA|ADA/USD|Cardano|Cardano price|Cardano price Analysis|Cardano price Chart,Cardano Price Analysis: ADA/USD Surging Towards $0.20
"After a prolonged crypto winter, the dog days of the altcoin summer are finally here — which means you might want to watch these five cryptocurrencies carefully. NAGA Coin (NGC) First on the list of cryptos to look out for this summer is NAGA COIN (NGC). NAGA COIN is the token which powers the expansive and all-encompassing NAGA ecosystem — which itself includes the likes of NAGA TRADER, NAGA WALLET, and NAGA VIRTUAL. By that,Read MoreThe post 5 Altcoins to Look Out For this Summer appeared first on Bitcoinist.com.",2018-07-18 03:00:54,bitcoinist,Altcoin News|NAGA|News|News teaser|altcoins|Cardano|EOS|litecoin|Naga Coin|Neo,5 Altcoins to Look Out For this Summer
"It&#8217;s true, I&#8217;ve always enjoyed reading the paper. When I was younger I used to track the price of gold daily in my grandfather&#8217;s copy of the Wall Street Journal. Before that though, I was drawn to the funnies. The Wizard of ID is a classic. For those of you who aren&#8217;t familiar, it&#8217;s about a tyrannous but stout dictator, who hated it when people would call him a &#8220;fink,&#8221; even though the term hasRead MoreThe post The King is a Fink appeared first on Bitcoinist.com.",2018-07-18 01:00:10,bitcoinist,Mati|ADA|BlackRock|Cardano|Ether|Ethereum|eToro,The King is a Fink
"The cryptocurrency markets finally appear to be in full recovery mode &#8212; at least as of Tuesday afternoon when all the major coins posted considerable leaps with most in the double digits. The total market cap shot up to $291 billion, which is the highest it has been in almost two months. Bitcoin shot upwardsThe post Cryptocurrency Market Booms – EOS, Cardano, Stellar and Neo Post Big Gains appeared first on CCN",2018-07-17 21:33:29,ccn,Altcoin Analysis|News|cardano price|EOS price|Stellar Lumens,"Cryptocurrency Market Booms – EOS, Cardano, Stellar and Neo Post Big Gains"
"Crypto markets are mostly continuing to build on a major upswing that kicked off yesterday, with virtually all of the top ten coins by market cap seeing ongoing growth",2018-07-17 18:10:00,cointelegraph,Altcoin|Markets|Cryptocurrencies.Bitcoin Price|Ethereum Price|Ethereum|Stellar|Cardano|IOTA,"Bitcoin Above $7,000 as Positive Momentum Continues Following Yesterday's Market Upswing"
"Coinbase announces that US regulators have given the exchange the thumbs-up to list coins that are considered securities. Regulators have struggled to deal with Bitcoin and other cryptocurrencies. Should they be considered commodities? Securities? Something else entirely? Of course, cryptocurrency enthusiasts prefer that regulation stay far away from their beloved coins, but that reality will...The post Coinbase Gets Okay to List Coins Labeled as Securities appeared first on Bitcoin Network, News, Charts, Guides &amp; Analysis.",2018-07-17 03:44:17,livebitcoinnews,Altcoin News|News|Trading|Cardano|coinbase|ICOs|securities|Securities and Exchange Commission|Zcash,Coinbase Gets Okay to List Coins Labeled as Securities
What cryptocurrencies have bottomed out? See the latest price analysis to find out,2018-07-16 21:26:00,cointelegraph,Altcoin|Ethereum|Ripple|Bitcoin Cash|EOS|Litecoin|Cardano|Stellar|IOTA|TRON|Bitcoin Price|Price Analysis,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Litecoin, Cardano, Stellar, IOTA, TRON: Price Analysis, July 16"
"Markets appear to be stabilizing around a bottom amidst a mostly positive week of developments. Malta, S. Korean and Bermuda move forward with regulation on blockchain technology and ICOs. Augur launches on the Ethereum network. Coinbase looking into adding five new crypto assets to trading: ADA, BAT, XLM, ZEC,ZRX. CBOE files with SEC for Bitcoin ETF.",2018-07-16 17:55:29,cryptoglobe,,"Weekly Report: S Korea Pro Regulation, Augur Launches, Bancor Hacked & More"
"Bitcoin has reclaimed the $6,600 price point, total market cap up $12 billion today –– rally likely triggered by news that the $6.3 trln asset management giant BlackRock is eyeing crypto",2018-07-16 13:50:00,cointelegraph,Bitcoin|Markets|Cryptocurrencies|Bitcoin News|Ethereum News|Stellar|Cardano|IOTA,"Bitcoin Reclaims $6,600, Altcoins Gain up to 9% Today as ETF Giant BlackRock Eyes Crypto"
"More bullish momentum is forming across all cryptocurrency markets as of right now. All top coins are in the green, with some coins noting some very big gains in quick succession. The Cardano price has successfully surpassed $0.15 again thanks to a very positive trend over the past few hours. Cardano Price Shows Healthy Gains [&#8230;]",2018-07-16 10:56:47,themerkle,Crypto|News|ADA|altcoin|Cardano Price,Cardano Price: Bullish Momentum Highlights Short-term Gains Potential
Key Highlights ADA price popped higher and broke the $0.1330 resistance zone against the US Dollar (tethered). There was a break above a key contracting triangle with resistance near $0.1390 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair is likely to move further higher and it could soon break...The post Cardano Price Analysis: ADA/USD Bullish Above $0.1400 appeared first on NewsBTC.,2018-07-16 08:00:03,newsbtc,Analysis|Technical|ADA|ADA/USD|Cardano|Cardano price|Cardano price Analysis|Cardano price Chart,Cardano Price Analysis: ADA/USD Bullish Above $0.1400
"Crypto markets keep building momentum, with nine out of top ten cryptocurrencies by market cap in the green and Bitcoin inching towards the $6,400 mark",2018-07-15 18:50:00,cointelegraph,Bitcoin|Bitcoin Price|Ethereum News|Markets|Cryptocurrencies|Stellar|Cardano|EOS,"Crypto Markets Keep Building Momentum, Bitcoin Inches Towards $6,400"
The company considers five new cryptocurrencies shortly after announcing the imminent addition of Ethereum Classic.,2018-07-15 14:36:55,financemagnates,News|0x|Basic Attention Token|cardano|coinbase|cryptocurrency|ethereum classic|gdax|Stellar Lumens|Zcash,Coinbase Plans Further Expansion of Cryptocurrency Menu
"Crypto markets hold steady with slight gains since yesterday’s upswing, despite U.S. govt’s crypto-involving indictment",2018-07-14 22:07:00,cointelegraph,Bitcoin|Markets|Cryptocurrencies|Cardano|Stellar,"Crypto Markets See Slight Gains Since Yesterday’s Upswing, Despite US Indictment FUD"
"The BTC markets are currently attempting to establish a higher low above $6000 after failing to break above resistance at $6800 at the end of June, whilst BCH appears to have bounced off the critical support area of $600 &#8211; $650 for the second time in 2018. In recent altcoin market action, Cardano (ADA), Basic [&#8230;]The post Markets Update: HODLers Pray for Higher Lows, Prospective Coinbase Listings Rally appeared first on Bitcoin News.",2018-07-14 20:30:03,bitcoin.com,Market Updates|0x|ada|attention|basic|BAT|BCH|bitcoin cash|bitcoindark|BTC|Cash|Coinbase|dardano|Higher|Hodlers|Listings|Lows|lumens|Markets|N-Markets and Prices|Pray|Prospective|rally|Stellar|STR|Token|update|XLM|Zcash|ZEC|zrx,"Markets Update: HODLers Pray for Higher Lows, Prospective Coinbase Listings Rally"
"Major crypto exchange Kraken recently released a sarcastic statement in response to the unforeseen decision of Coinbase to list five new digital currencies. As CCN reported, on July 14, Coinbase, the world’s largest crypto exchange and brokerage, announced its finalized plan to integrate Cardano (ADA), Basic Attention Token (BAT), Stellar Lumens (XLM), Zcash (ZEC), andThe post Kraken Mocks Coinbase, Sarcastically Claims it is Listing 1,600 Cryptocurrencies appeared first on CCN",2018-07-14 17:08:26,ccn,Altcoin News|News|0x|BAT|coinbase|Ethereum Classic|kraken|Zcash,"Kraken Mocks Coinbase, Sarcastically Claims it is Listing 1,600 Cryptocurrencies"
"Coinbase, the world’s largest crypto exchange, brokerage, and wallet platform has announced its intention to list Cardano (ADA), Basic Attention Token (BAT), Stellar Lumens (XLM), Zcash (ZEC), and 0x (ZRX), causing the price of tokens to surge, while bitcoin has struggled to demonstrate any major price action. The release of the statement of Coinbase was takenThe post Bitcoin Price Struggles but 0x and BAT Surge Upon Coinbase Announcement appeared first on CCN",2018-07-14 15:38:56,ccn,Altcoin News|Exchanges|News|0x|BAT|Cardano|coinbase|ripple|XRP|ZRX,Bitcoin Price Struggles but 0x and BAT Surge Upon Coinbase Announcement
"Coinbase, the largest US-based digital currency exchange, has officially announced that it is &#8220;exploring the addition&#8221; of five new cryptocurrencies to its platform. The five cryptocurrencies being considered are Cardano (ADA), Basic Attention Token (BAT), Stellar Lumens (XLM), Zcash (ZEC), and 0x (ZRX).  Remaining Transparent Coinbase&#8217;s announcement claims to arrive for both employees and the public at the same time. Notes Coinbase: We are making this announcement internally at Coinbase and to the public at theRead MoreThe post Coinbase &#8216;Exploring&#8217; New Cryptocurrency Additions, Kraken Trolls as Prices React appeared first on Bitcoinist.com.",2018-07-14 15:00:59,bitcoinist,Altcoin News|Altcoin Price|Altcoins|Companies|News|News teaser|0x|Basic Attention Token|bitcoin cash|Cardano|coinbase|Kraken|Stellar Lumens|ZCash,"Coinbase ‘Exploring’ New Cryptocurrency Additions, Kraken Trolls as Prices React"
